
,数据趋势概况(2026.06.28-2026.07.27),,,,数据趋势概况(2026.06.28-2026.07.27),,,,,,数据来源概况(2026.06.28-2026.07.27)
,日期,渠道,阅读人数,,日期,分享人数,跳转阅读原文人数,微信收藏人数,发表篇数,,传播渠道,发表日期,内容标题,阅读人数,阅读人数占比
,2026-07-01,朋友圈,990,,2026-07-24,1027,0,327,1,,全部,20260713,《人民日报》谈【文化与科技融合】：不是给传统文化套一层特效,3227,0.015123000368475914
,2026-07-01,公众号主页,753,,2026-07-25,637,0,213,1,,推荐,20260716,《人民日报》谈【乡村文化振兴】：农家书屋不能只“有书”,3049,0.023243999108672142
,2026-07-01,其他,244,,2026-07-26,578,0,199,1,,全部,20260609,《人民日报》讲透“全国统一大市场”：不止于大,3016,0.014134000055491924
,2026-07-01,推荐,6499,,2026-07-27,1119,0,342,1,,推荐,20260630,《人民日报》讲【文化传承】：既要守住根脉，也要走进生活、走向世界,2758,0.021025000140070915
,2026-07-01,搜一搜,192,,,,,,,,朋友圈,20260701,《人民日报》讲【六张网】：不是大基建清单,2740,0.15749800205230713
,2026-07-01,全部,10131,,,,,,,,推荐,20260709,《人民日报》谈【安全治理】：安全不是成本问题,2538,0.01934799924492836
,2026-07-02,公众号消息,853,,,,,,,,全部,20260711,《人民日报》谈【知识产权】：防止“碰瓷式维权,2301,0.0107829999178648
,2026-07-02,聊天会话,863,,,,,,,,推荐,20260609,《人民日报》讲透“全国统一大市场”：不止于大,2130,0.016238000243902206
,2026-07-02,朋友圈,498,,,,,,,,公众号消息,20260718,《人民日报》再谈【县域经济】：不求“小而全”,1772,0.08270300179719925
,2026-07-02,公众号主页,669,,,,,,,,朋友圈,20260718,《人民日报》再谈【县域经济】：不求“小而全”,1723,0.09904000163078308
,2026-07-02,其他,231,,,,,,,,推荐,20260712,《人民日报》谈【养老】：不仅仅是公益事业,1713,0.013058999553322792
,2026-07-02,推荐,5563,,,,,,,,聊天会话,20260718,《人民日报》再谈【县域经济】：不求“小而全”,1683,0.08494900166988373
,2026-07-02,搜一搜,199,,,,,,,,推荐,20260711,《人民日报》谈【知识产权】：防止“碰瓷式维权,1468,0.01119100023061037
,2026-07-02,全部,8600,,,,,,,,推荐,20260708,《人民日报》谈【服务业】高质量发展：从“卖产品”到“卖体验”,1461,0.011137999594211578
,2026-07-03,公众号消息,571,,,,,,,,推荐,20260626,《人民日报》讲【新媒体融合】：不是多开账号,1327,0.010115999728441238
,2026-07-03,聊天会话,1109,,,,,,,,公众号主页,20260110,# 我的2025和2026的我（回顾篇）,1217,0.06768299639225006
,2026-07-03,朋友圈,790,,,,,,,,聊天会话,20260530,《人民日报》写“因地制宜”：申论如何写县域发展,1194,0.06026700139045715
,2026-07-03,公众号主页,719,,,,,,,,公众号消息,20260628,《人民日报》讲透【科技成果转化】：别只写“产学研”,1113,0.0519459992647171
,2026-07-03,其他,241,,,,,,,,朋友圈,20260722,《人民日报》讲透“常态化帮扶”：不是简单“输血”,1107,0.06363199651241302
,2026-07-03,推荐,5282,,,,,,,,公众号消息,20260701,《人民日报》讲【六张网】：不是大基建清单,1037,0.048399001359939575
,2026-07-03,搜一搜,193,,,,,,,,公众号消息,20260722,《人民日报》讲透“常态化帮扶”：不是简单“输血”,1023,0.047745998948812485
,2026-07-03,全部,8632,,,,,,,,聊天会话,20260722,《人民日报》讲透“常态化帮扶”：不是简单“输血”,992,0.050071001052856445
,2026-07-04,公众号消息,356,,,,,,,,公众号消息,20260727,《人民日报》谈【城市治理】：别只看“面子”,973,0.04541200026869774
,2026-07-04,聊天会话,455,,,,,,,,公众号消息,20260716,《人民日报》谈【乡村文化振兴】：农家书屋不能只“有书”,938,0.043779000639915466
,2026-07-04,朋友圈,503,,,,,,,,公众号消息,20260630,《人民日报》讲【文化传承】：既要守住根脉，也要走进生活、走向世界,827,0.03859800100326538
,2026-07-04,公众号主页,424,,,,,,,,公众号消息,20260713,《人民日报》谈【文化与科技融合】：不是给传统文化套一层特效,823,0.03841099888086319
,2026-07-04,其他,143,,,,,,,,公众号消息,20260708,《人民日报》谈【服务业】高质量发展：从“卖产品”到“卖体验”,794,0.03705799952149391
,2026-07-04,推荐,3782,,,,,,,,公众号消息,20260720,《人民日报》谈【教育科技人才一体发展】：不是简单的并列,747,0.03486400097608566
,2026-07-04,搜一搜,111,,,,,,,,公众号消息,20260702,《人民日报》讲【正确政绩观】2：让群众看到变化，靠考核、决策和旧账闭环,737,0.03439699858427048
,2026-07-04,全部,5631,,,,,,,,公众号消息,20260706,《人民日报》谈教育“十五五”：不是让孩子学得更多,732,0.03416400030255318
,2026-07-05,公众号消息,777,,,,,,,,其他,20260530,《人民日报》写“因地制宜”：申论如何写县域发展,711,0.11820399761199951
,2026-07-05,聊天会话,516,,,,,,,,公众号消息,20260714,《人民日报》谈【政绩考核】：不是考得多,700,0.0326710008084774
,2026-07-05,朋友圈,419,,,,,,,,公众号主页,20260628,《人民日报》讲透【科技成果转化】：别只写“产学研”,699,0.03887400031089783
,2026-07-05,公众号主页,371,,,,,,,,公众号消息,20260707,《人民日报》谈【未来产业】：不是各地追同一个风口,693,0.03234399855136871
,2026-07-05,其他,115,,,,,,,,聊天会话,20260720,《人民日报》谈【教育科技人才一体发展】：不是简单的并列,684,0.03452499955892563
,2026-07-05,推荐,2703,,,,,,,,其他,20260628,《人民日报》讲透【科技成果转化】：别只写“产学研”,678,0.11271800100803375
,2026-07-05,搜一搜,130,,,,,,,,公众号主页,20260718,《人民日报》再谈【县域经济】：不求“小而全”,675,0.037539999932050705
,2026-07-05,全部,4890,,,,,,,,公众号消息,20260710,《人民日报》谈【营商环境】：企业不仅要进得来，也要……,674,0.031456999480724335
,2026-07-06,公众号消息,692,,,,,,,,公众号主页,20260720,《人民日报》谈【教育科技人才一体发展】：不是简单的并列,668,0.03714999929070473
,2026-07-06,聊天会话,615,,,,,,,,公众号消息,20260726,《人民日报》谈【民生服务】：不能总等群众找政策,668,0.03117699921131134
,2026-07-06,朋友圈,493,,,,,,,,搜一搜,20260701,《人民日报》讲【六张网】：不是大基建清单,630,0.09717699885368347
,2026-07-06,公众号主页,596,,,,,,,,朋友圈,20260720,《人民日报》谈【教育科技人才一体发展】：不是简单的并列,618,0.03552300110459328
,2026-07-06,其他,212,,,,,,,,公众号消息,20260724,《人民日报》谈【科技金融】：不是多给一笔贷款,606,0.028282999992370605
,2026-07-06,推荐,3944,,,,,,,,聊天会话,20260625,《人民日报》讲【就业难】：不能只写“多给岗位”,604,0.030486999079585075
,2026-07-06,搜一搜,266,,,,,,,,朋友圈,20260625,《人民日报》讲【就业难】：不能只写“多给岗位”,600,0.03448899835348129
,2026-07-06,全部,6616,,,,,,,,公众号消息,20260725,《人民日报》谈【抓落实】：不能挑肥拣瘦,600,0.02800299972295761
,2026-07-07,公众号消息,1048,,,,,,,,公众号主页,20260630,《人民日报》讲【文化传承】：既要守住根脉，也要走进生活、走向世界,596,0.033146001398563385
,2026-07-07,聊天会话,610,,,,,,,,公众号消息,20260715,《人民日报》谈【AI 应用落地】：不是单选题,592,0.027629999443888664
,2026-07-07,朋友圈,521,,,,,,,,公众号消息,20260723,《人民日报》谈【农业社会化服务】：不是把地“交出去”,586,0.02734999917447567
,2026-07-07,公众号主页,595,,,,,,,,公众号主页,20260716,《人民日报》谈【乡村文化振兴】：农家书屋不能只“有书”,580,0.032255999743938446
,2026-07-07,其他,199,,,,,,,,公众号主页,20260702,《人民日报》讲【正确政绩观】2：让群众看到变化，靠考核、决策和旧账闭环,577,0.0320889987051487
,2026-07-07,推荐,3004,,,,,,,,公众号主页,20260701,《人民日报》讲【六张网】：不是大基建清单,566,0.031477998942136765
,2026-07-07,搜一搜,247,,,,,,,,公众号主页,20260713,《人民日报》谈【文化与科技融合】：不是给传统文化套一层特效,562,0.031254999339580536
,2026-07-07,全部,6011,,,,,,,,公众号消息,20260709,《人民日报》谈【安全治理】：安全不是成本问题,550,0.025669999420642853
,2026-07-08,公众号消息,547,,,,,,,,公众号消息,20260712,《人民日报》谈【养老】：不仅仅是公益事业,549,0.025622999295592308
,2026-07-08,聊天会话,580,,,,,,,,公众号消息,20260703,30｜《人民日报》讲【共同富裕】：不是平均用力,544,0.02538999915122986
,2026-07-08,朋友圈,323,,,,,,,,公众号主页,20260715,《人民日报》谈【AI 应用落地】：不是单选题,537,0.029865000396966934
,2026-07-08,公众号主页,495,,,,,,,,公众号消息,20260705,《人民日报》谈中国【品牌出海】：不是卖得更多,530,0.02473600022494793
,2026-07-08,其他,225,,,,,,,,公众号主页,20260710,《人民日报》谈【营商环境】：企业不仅要进得来，也要……,516,0.028697000816464424
,2026-07-08,推荐,3863,,,,,,,,公众号主页,20260707,《人民日报》谈【未来产业】：不是各地追同一个风口,508,0.028251999989151955
,2026-07-08,搜一搜,256,,,,,,,,聊天会话,20260709,《人民日报》谈【安全治理】：安全不是成本问题,499,0.025187000632286072
,2026-07-08,全部,6085,,,,,,,,公众号主页,20260714,《人民日报》谈【政绩考核】：不是考得多,488,0.027140000835061073
,2026-07-09,公众号消息,892,,,,,,,,其他,20260701,《人民日报》讲【六张网】：不是大基建清单,482,0.08013299852609634
,2026-07-09,聊天会话,493,,,,,,,,公众号消息,20260704,《人民日报》讲【人民城市】：不能只看GDP和地标,479,0.022355999797582626
,2026-07-09,朋友圈,367,,,,,,,,公众号主页,20260722,《人民日报》讲透“常态化帮扶”：不是简单“输血”,463,0.025748999789357185
,2026-07-09,公众号主页,521,,,,,,,,朋友圈,20260706,《人民日报》谈教育“十五五”：不是让孩子学得更多,451,0.02592400088906288
,2026-07-09,其他,190,,,,,,,,聊天会话,20260716,《人民日报》谈【乡村文化振兴】：农家书屋不能只“有书”,450,0.022714000195264816
,2026-07-09,推荐,4045,,,,,,,,聊天会话,20260713,《人民日报》谈【文化与科技融合】：不是给传统文化套一层特效,439,0.022158000618219376
,2026-07-09,搜一搜,225,,,,,,,,公众号主页,20260708,《人民日报》谈【服务业】高质量发展：从“卖产品”到“卖体验”,435,0.024191999807953835
,2026-07-09,全部,6543,,,,,,,,公众号主页,20260712,《人民日报》谈【养老】：不仅仅是公益事业,433,0.024080999195575714
,2026-07-10,公众号消息,779,,,,,,,,公众号主页,20260709,《人民日报》谈【安全治理】：安全不是成本问题,427,0.023747000843286514
,2026-07-10,聊天会话,497,,,,,,,,公众号消息,20260629,《人民日报》讲【健康中国】：不是医院越大越好,419,0.01955600082874298
,2026-07-10,朋友圈,276,,,,,,,,公众号消息,20260530,《人民日报》写“因地制宜”：申论如何写县域发展,416,0.019416000694036484
,2026-07-10,公众号主页,556,,,,,,,,聊天会话,20260630,《人民日报》讲【文化传承】：既要守住根脉，也要走进生活、走向世界,412,0.020795000717043877
,2026-07-10,其他,200,,,,,,,,其他,20260718,《人民日报》再谈【县域经济】：不求“小而全”,405,0.06733199954032898
,2026-07-10,推荐,3726,,,,,,,,公众号主页,20260706,《人民日报》谈教育“十五五”：不是让孩子学得更多,385,0.021410999819636345
,2026-07-10,搜一搜,215,,,,,,,,聊天会话,20260615,《人民日报》讲透【银发经济】：不是养老负担,368,0.018574999645352364
,2026-07-10,全部,6064,,,,,,,,公众号主页,20260627,《人民日报》讲【现代农业】：不是只靠苦干,363,0.020188000053167343
,2026-07-11,公众号消息,340,,,,,,,,聊天会话,20260706,《人民日报》谈教育“十五五”：不是让孩子学得更多,355,0.017917999997735023
,2026-07-11,聊天会话,289,,,,,,,,公众号主页,20260705,《人民日报》谈中国【品牌出海】：不是卖得更多,354,0.019687000662088394
,2026-07-11,朋友圈,236,,,,,,,,公众号主页,20260704,《人民日报》讲【人民城市】：不能只看GDP和地标,350,0.019464999437332153
,2026-07-11,公众号主页,366,,,,,,,,朋友圈,20260709,《人民日报》谈【安全治理】：安全不是成本问题,344,0.019773999229073524
,2026-07-11,其他,106,,,,,,,,聊天会话,20260712,《人民日报》谈【养老】：不仅仅是公益事业,340,0.01716100051999092
,2026-07-11,推荐,2205,,,,,,,,公众号主页,20260629,《人民日报》讲【健康中国】：不是医院越大越好,329,0.018296999856829643
,2026-07-11,搜一搜,96,,,,,,,,朋友圈,20260716,《人民日报》谈【乡村文化振兴】：农家书屋不能只“有书”,328,0.01885399967432022
,2026-07-11,全部,3561,,,,,,,,聊天会话,20260708,《人民日报》谈【服务业】高质量发展：从“卖产品”到“卖体验”,327,0.01650499925017357
,2026-07-12,公众号消息,594,,,,,,,,聊天会话,20260609,《人民日报》讲透“全国统一大市场”：不止于大,325,0.01640399917960167
,2026-07-12,聊天会话,368,,,,,,,,朋友圈,20260712,《人民日报》谈【养老】：不仅仅是公益事业,323,0.01856599934399128
,2026-07-12,朋友圈,259,,,,,,,,搜一搜,20260607,《人民日报》这样写“新就业群体”：从服务对象到城市伙伴,301,0.04642900079488754
,2026-07-12,公众号主页,405,,,,,,,,搜一搜,20260718,《人民日报》再谈【县域经济】：不求“小而全”,295,0.045504000037908554
,2026-07-12,其他,128,,,,,,,,公众号主页,20260723,《人民日报》谈【农业社会化服务】：不是把地“交出去”,281,0.01562800072133541
,2026-07-12,推荐,2635,,,,,,,,公众号主页,20260703,30｜《人民日报》讲【共同富裕】：不是平均用力,280,0.015572000294923782
,2026-07-12,搜一搜,122,,,,,,,,公众号消息,20260615,《人民日报》讲透【银发经济】：不是养老负担,271,0.012648000381886959
,2026-07-12,全部,4370,,,,,,,,公众号消息,20260711,《人民日报》谈【知识产权】：防止“碰瓷式维权,269,0.012555000372231007
,2026-07-13,公众号消息,937,,,,,,,,公众号主页,20260625,《人民日报》讲【就业难】：不能只写“多给岗位”,263,0.014627000316977501
,2026-07-13,聊天会话,654,,,,,,,,搜一搜,20260630,《人民日报》讲【文化传承】：既要守住根脉，也要走进生活、走向世界,262,0.04041299968957901
,2026-07-13,朋友圈,645,,,,,,,,朋友圈,20260608,《人民日报》讲透“数字治理”：不是简单“上系统”,249,0.01431300025433302
,2026-07-13,公众号主页,654,,,,,,,,搜一搜,20260628,《人民日报》讲透【科技成果转化】：别只写“产学研”,240,0.0370200015604496
,2026-07-13,其他,180,,,,,,,,搜一搜,20260720,《人民日报》谈【教育科技人才一体发展】：不是简单的并列,239,0.03686600178480148
,2026-07-13,推荐,4376,,,,,,,,搜一搜,20260529,人民日报讲营商环境：不是“不执法”，而是“规范执法”,231,0.035631999373435974
,2026-07-13,搜一搜,241,,,,,,,,朋友圈,20260708,《人民日报》谈【服务业】高质量发展：从“卖产品”到“卖体验”,229,0.013163000345230103
,2026-07-13,全部,7418,,,,,,,,公众号主页,20260724,《人民日报》谈【科技金融】：不是多给一笔贷款,225,0.012512999586760998
,2026-07-14,公众号消息,729,,,,,,,,公众号主页,20260711,《人民日报》谈【知识产权】：防止“碰瓷式维权,224,0.01245800033211708
,2026-07-14,聊天会话,664,,,,,,,,搜一搜,20260609,《人民日报》讲透“全国统一大市场”：不止于大,222,0.03424299880862236
,2026-07-14,朋友圈,400,,,,,,,,公众号主页,20260725,《人民日报》谈【抓落实】：不能挑肥拣瘦,205,0.011401000432670116
,2026-07-14,公众号主页,601,,,,,,,,聊天会话,20260623,《人民日报》写【服务消费】：不是发券促销,203,0.01024600025266409
,2026-07-14,其他,260,,,,,,,,聊天会话,20260607,《人民日报》这样写“新就业群体”：从服务对象到城市伙伴,202,0.010196000337600708
,2026-07-14,推荐,3207,,,,,,,,其他,20260625,《人民日报》讲【就业难】：不能只写“多给岗位”,200,0.033250000327825546
,2026-07-14,搜一搜,256,,,,,,,,朋友圈,20260630,《人民日报》讲【文化传承】：既要守住根脉，也要走进生活、走向世界,196,0.011265999637544155
,2026-07-14,全部,5921,,,,,,,,其他,20260720,《人民日报》谈【教育科技人才一体发展】：不是简单的并列,187,0.031089000403881073
,2026-07-15,公众号消息,590,,,,,,,,搜一搜,20260605,《人民日报》写透文化传承：不是摆出来，而是连起来,184,0.02838199958205223
,2026-07-15,聊天会话,627,,,,,,,,其他,20260615,《人民日报》讲透【银发经济】：不是养老负担,182,0.030257999897003174
,2026-07-15,朋友圈,578,,,,,,,,公众号主页,20260727,《人民日报》谈【城市治理】：别只看“面子”,181,0.010065999813377857
,2026-07-15,公众号主页,643,,,,,,,,搜一搜,20260708,《人民日报》谈【服务业】高质量发展：从“卖产品”到“卖体验”,177,0.027302000671625137
,2026-07-15,其他,207,,,,,,,,其他,20260630,《人民日报》讲【文化传承】：既要守住根脉，也要走进生活、走向世界,157,0.026101000607013702
,2026-07-15,推荐,2805,,,,,,,,搜一搜,20260610,《人民日报》讲透城市更新：不是只有“拆”,155,0.02390900067985058
,2026-07-15,搜一搜,267,,,,,,,,其他,20260722,《人民日报》讲透“常态化帮扶”：不是简单“输血”,134,0.02227799966931343
,2026-07-15,全部,5518,,,,,,,,其他,20260609,《人民日报》讲透“全国统一大市场”：不止于大,131,0.021779000759124756
,2026-07-16,公众号消息,450,,,,,,,,其他,20260709,《人民日报》谈【安全治理】：安全不是成本问题,130,0.021612999960780144
,2026-07-16,聊天会话,481,,,,,,,,搜一搜,20260722,《人民日报》讲透“常态化帮扶”：不是简单“输血”,130,0.020052000880241394
,2026-07-16,朋友圈,528,,,,,,,,其他,20260716,《人民日报》谈【乡村文化振兴】：农家书屋不能只“有书”,126,0.020948000252246857
,2026-07-16,公众号主页,563,,,,,,,,搜一搜,20260530,《人民日报》写“因地制宜”：申论如何写县域发展,123,0.01897300034761429
,2026-07-16,其他,165,,,,,,,,其他,20260706,《人民日报》谈教育“十五五”：不是让孩子学得更多,114,0.018952999264001846
,2026-07-16,推荐,3076,,,,,,,,其他,20260708,《人民日报》谈【服务业】高质量发展：从“卖产品”到“卖体验”,111,0.01845400035381317
,2026-07-16,搜一搜,225,,,,,,,,搜一搜,20260716,《人民日报》谈【乡村文化振兴】：农家书屋不能只“有书”,110,0.01696700043976307
,2026-07-16,全部,5320,,,,,,,,搜一搜,20260612,《人民日报》讲透“反内卷”：不是反竞争,105,0.016195999458432198
,2026-07-17,公众号消息,542,,,,,,,,其他,20260607,《人民日报》这样写“新就业群体”：从服务对象到城市伙伴,103,0.017123999074101448
,2026-07-17,聊天会话,415,,,,,,,,搜一搜,20260615,《人民日报》讲透【银发经济】：不是养老负担,94,0.014499000273644924
,2026-07-17,朋友圈,247,,,,,,,,搜一搜,20260706,《人民日报》谈教育“十五五”：不是让孩子学得更多,93,0.014344999566674232
,2026-07-17,公众号主页,552,,,,,,,,搜一搜,20260606,《人民日报》系列文章讲“生态文明”：不止于绿水青山，还要有法治、治理和长期主义,91,0.014037000015377998
,2026-07-17,其他,163,,,,,,,,其他,20260529,人民日报讲营商环境：不是“不执法”，而是“规范执法”,90,0.01496300008147955
,2026-07-17,推荐,2832,,,,,,,,搜一搜,20260712,《人民日报》谈【养老】：不仅仅是公益事业,90,0.013881999999284744
,2026-07-17,搜一搜,194,,,,,,,,其他,20260629,《人民日报》讲【健康中国】：不是医院越大越好,89,0.014795999974012375
,2026-07-17,全部,4775,,,,,,,,搜一搜,20260713,《人民日报》谈【文化与科技融合】：不是给传统文化套一层特效,86,0.013264999724924564
,2026-07-18,公众号消息,896,,,,,,,,搜一搜,20260707,《人民日报》谈【未来产业】：不是各地追同一个风口,84,0.01295700017362833
,2026-07-18,聊天会话,357,,,,,,,,搜一搜,20260625,《人民日报》讲【就业难】：不能只写“多给岗位”,83,0.012803000397980213
,2026-07-18,朋友圈,301,,,,,,,,搜一搜,20260710,《人民日报》谈【营商环境】：企业不仅要进得来，也要……,80,0.01233999989926815
,2026-07-18,公众号主页,443,,,,,,,,搜一搜,20260711,《人民日报》谈【知识产权】：防止“碰瓷式维权,80,0.01233999989926815
,2026-07-18,其他,132,,,,,,,,其他,20260707,《人民日报》谈【未来产业】：不是各地追同一个风口,79,0.013133999891579151
,2026-07-18,推荐,3177,,,,,,,,其他,20260713,《人民日报》谈【文化与科技融合】：不是给传统文化套一层特效,79,0.013133999891579151
,2026-07-18,搜一搜,109,,,,,,,,搜一搜,20260624,《人民日报》讲【新型城镇化】：不仅是进城落脚,78,0.01203100010752678
,2026-07-18,全部,5257,,,,,,,,其他,20260702,《人民日报》讲【正确政绩观】2：让群众看到变化，靠考核、决策和旧账闭环,78,0.012968000024557114
,2026-07-19,公众号消息,298,,,,,,,,搜一搜,20260603,《人民日报》这样写“公共服务均等化”：从“有没有”到“够得到”,77,0.011877000331878662
,2026-07-19,聊天会话,502,,,,,,,,搜一搜,20260704,《人民日报》讲【人民城市】：不能只看GDP和地标,76,0.01172299962490797
,2026-07-19,朋友圈,642,,,,,,,,其他,20260623,《人民日报》写【服务消费】：不是发券促销,75,0.012469000183045864
,2026-07-19,公众号主页,514,,,,,,,,搜一搜,20260703,30｜《人民日报》讲【共同富裕】：不是平均用力,73,0.011260000057518482
,2026-07-19,其他,143,,,,,,,,其他,20260610,《人民日报》讲透城市更新：不是只有“拆”,72,0.011970000341534615
,2026-07-19,推荐,4850,,,,,,,,其他,20260605,《人民日报》写透文化传承：不是摆出来，而是连起来,69,0.01147099956870079
,2026-07-19,搜一搜,164,,,,,,,,其他,20260608,《人民日报》讲透“数字治理”：不是简单“上系统”,69,0.01147099956870079
,2026-07-19,全部,6926,,,,,,,,搜一搜,20260608,《人民日报》讲透“数字治理”：不是简单“上系统”,69,0.010642999783158302
,2026-07-20,公众号消息,981,,,,,,,,搜一搜,20260614,《人民日报》写透“清欠企业账款”：不仅仅是财务题,69,0.010642999783158302
,2026-07-20,聊天会话,952,,,,,,,,搜一搜,20260626,《人民日报》讲【新媒体融合】：不是多开账号,69,0.010642999783158302
,2026-07-20,朋友圈,665,,,,,,,,搜一搜,20260629,《人民日报》讲【健康中国】：不是医院越大越好,69,0.010642999783158302
,2026-07-20,公众号主页,827,,,,,,,,其他,20260712,《人民日报》谈【养老】：不仅仅是公益事业,69,0.01147099956870079
,2026-07-20,其他,299,,,,,,,,搜一搜,20260714,《人民日报》谈【政绩考核】：不是考得多,69,0.010642999783158302
,2026-07-20,推荐,6606,,,,,,,,搜一搜,20260715,《人民日报》谈【AI 应用落地】：不是单选题,67,0.010335000231862068
,2026-07-20,搜一搜,341
,2026-07-20,全部,10257
,2026-07-21,公众号消息,281
,2026-07-21,聊天会话,940
,2026-07-21,朋友圈,653
,2026-07-21,公众号主页,801
,2026-07-21,其他,241
,2026-07-21,推荐,6557
,2026-07-21,搜一搜,295
,2026-07-21,全部,9442
,2026-07-22,公众号消息,1087
,2026-07-22,聊天会话,755
,2026-07-22,朋友圈,432
,2026-07-22,公众号主页,851
,2026-07-22,其他,285
,2026-07-22,推荐,5801
,2026-07-22,搜一搜,335
,2026-07-22,全部,9224
,2026-07-23,公众号消息,790
,2026-07-23,聊天会话,1053
,2026-07-23,朋友圈,785
,2026-07-23,公众号主页,780
,2026-07-23,其他,309
,2026-07-23,推荐,7003
,2026-07-23,搜一搜,304
,2026-07-23,全部,10647
,2026-07-24,公众号消息,779
,2026-07-24,聊天会话,640
,2026-07-24,朋友圈,379
,2026-07-24,公众号主页,700
,2026-07-24,其他,249
,2026-07-24,推荐,4791
,2026-07-24,搜一搜,322
,2026-07-24,全部,7611
,2026-07-25,公众号消息,672
,2026-07-25,聊天会话,365
,2026-07-25,朋友圈,641
,2026-07-25,公众号主页,453
,2026-07-25,其他,137
,2026-07-25,推荐,2190
,2026-07-25,搜一搜,169
,2026-07-25,全部,4485
,2026-07-26,公众号消息,678
,2026-07-26,聊天会话,295
