topic_id,article_id,source_kind,relation_role,confidence,match_reason,reviewed,created_at
peopleapp_hotspot_169b52fa11,peopleapp_opinion_20260708_30052595625_500007586113,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_169b52fa11,peopleapp_opinion_20260709_30052605592_500007587781,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_169b52fa11,peopleapp_opinion_20260710_30052619161_500007590285,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_169b52fa11,peopleapp_opinion_20260718_30052665950_500007604175,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_19cd199ec4,people_daily_20260526_30159095,people_daily_newspaper,延伸母题,0.55,主题关键词相符：涉企执法、营商环境、环境,0,2026-08-18T16:47:31
peopleapp_hotspot_19cd199ec4,people_daily_20260603_30160602,people_daily_newspaper,延伸母题,0.54,主题关键词相符：营商环境、环境,0,2026-08-18T16:47:31
peopleapp_hotspot_19cd199ec4,people_daily_20260625_30164781,people_daily_newspaper,规范表达,0.81,主题关键词相符：人民时评、为市场、新陈代谢、主动清障,0,2026-08-18T16:47:31
peopleapp_hotspot_19cd199ec4,people_daily_20260625_30164784,people_daily_newspaper,规范表达,0.61,主题关键词相符：涉企检查、营商环境、无事不扰、无处不在,0,2026-08-18T16:47:31
peopleapp_hotspot_19cd199ec4,people_daily_20260805_30173129,people_daily_newspaper,延伸母题,0.8,主题关键词相符：营商环境、涉企执法、环境,0,2026-08-18T16:47:31
peopleapp_hotspot_19cd199ec4,peopleapp_opinion_20260625_30052482651_500007564361,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_19cd199ec4,peopleapp_opinion_20260625_30052482654_500007563562,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_19cd199ec4,peopleapp_opinion_20260625_30052483125_500007563558,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_1edada9e7f,people_daily_20260428_30153597,people_daily_newspaper,延伸母题,0.41,主题关键词相符：中国制造,0,2026-08-18T16:47:31
peopleapp_hotspot_1edada9e7f,people_daily_20260619_30163844,people_daily_newspaper,延伸母题,0.54,主题关键词相符：产业链自主可控、产业链,0,2026-08-18T16:47:31
peopleapp_hotspot_1edada9e7f,people_daily_20260705_30166658,people_daily_newspaper,延伸母题,0.49,主题关键词相符：中国制造,0,2026-08-18T16:47:31
peopleapp_hotspot_1edada9e7f,people_daily_20260707_30167251,people_daily_newspaper,延伸母题,0.51,主题关键词相符：中国制造、产业链,0,2026-08-18T16:47:31
peopleapp_hotspot_1edada9e7f,people_daily_20260715_30168791,people_daily_newspaper,延伸母题,0.86,主题关键词相符：避暑产品、走俏海外、中国制造,0,2026-08-18T16:47:31
peopleapp_hotspot_1edada9e7f,peopleapp_opinion_20260627_30052501612_500007567562,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_1edada9e7f,peopleapp_opinion_20260629_30052517154_500007571249,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_1edada9e7f,peopleapp_opinion_20260629_30052519386_500007571913,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_30c2a371fb,peopleapp_opinion_20260628_30052507125_500007569218,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_30c2a371fb,peopleapp_opinion_20260629_30052513909_500007570459,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_30c2a371fb,peopleapp_opinion_20260704_30052547924_500007580449,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_39f081377e,peopleapp_opinion_20260628_30052509059_500007569405,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_39f081377e,peopleapp_opinion_20260630_30052524027_500007572289,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_39f081377e,peopleapp_opinion_20260630_30052525509_500007572735,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_39f081377e,peopleapp_opinion_20260701_30052537604_500007575606,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_39f081377e,peopleapp_opinion_20260704_30052563690_500007580338,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4212ce2c9d,peopleapp_opinion_20260625_30052490256_500007565272,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4212ce2c9d,peopleapp_opinion_20260626_30052497459_500007566611,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4212ce2c9d,peopleapp_opinion_20260627_30052501669_500007567572,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4b8c89a471,people_daily_20260728_30171330,people_daily_newspaper,治理案例,0.98,主题关键词相符：世界杯、中国足球、美加墨世界杯,0,2026-08-18T16:47:31
peopleapp_hotspot_4b8c89a471,peopleapp_opinion_20260624_30052473961_500007562111,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4b8c89a471,peopleapp_opinion_20260625_30052491321_500007565389,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4b8c89a471,peopleapp_opinion_20260627_30052504770_500007568465,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4b8c89a471,peopleapp_opinion_20260628_30052507936_500007569411,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4b8c89a471,peopleapp_opinion_20260629_30052516055_500007570955,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4b8c89a471,peopleapp_opinion_20260629_30052519465_500007571845,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4b8c89a471,peopleapp_opinion_20260630_30052526262_500007573763,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4b8c89a471,peopleapp_opinion_20260703_30052559568_500007579723,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4b8c89a471,peopleapp_opinion_20260704_30052561315_500007580055,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4b8c89a471,peopleapp_opinion_20260706_30052580671_500007583236,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4b8c89a471,peopleapp_opinion_20260707_30052582997_500007584210,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4b8c89a471,peopleapp_opinion_20260707_30052586488_500007584214,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4b8c89a471,peopleapp_opinion_20260707_30052586739_500007584229,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4b8c89a471,peopleapp_opinion_20260707_30052590858_500007585382,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4b8c89a471,peopleapp_opinion_20260708_30052594420_500007585878,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4b8c89a471,peopleapp_opinion_20260709_30052604047_500007587675,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4b8c89a471,peopleapp_opinion_20260715_30052667961_500007599624,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4b8c89a471,peopleapp_opinion_20260718_30052693027_500007604426,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4b8c89a471,peopleapp_opinion_20260719_30052696313_500007604994,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4b8c89a471,peopleapp_opinion_20260722_30052723534_500007610546,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4b8c89a471,peopleapp_opinion_20260722_30052728841_500007611971,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4b8c89a471,peopleapp_opinion_20260728_30052777815_500007620700,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4e5ecc39c9,people_daily_20260722_30170145,people_daily_newspaper,政策依据,0.92,主题关键词相符：广告跳转、APP广告、广告、消失,0,2026-08-18T16:47:31
peopleapp_hotspot_4e5ecc39c9,peopleapp_opinion_20260624_30052477928_500007563140,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4e5ecc39c9,peopleapp_opinion_20260625_30052488641_500007565121,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4e5ecc39c9,peopleapp_opinion_20260625_30052488735_500007565133,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_4e5ecc39c9,peopleapp_opinion_20260627_30052501578_500007568371,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_5595f2aa34,peopleapp_opinion_20260624_30052478587_500007563205,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_5595f2aa34,peopleapp_opinion_20260625_30052483960_500007563811,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_5595f2aa34,peopleapp_opinion_20260626_30052497518_500007566844,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_5595f2aa34,peopleapp_opinion_20260628_30052510050_500007569512,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_5595f2aa34,peopleapp_opinion_20260701_30052539197_500007575828,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_5595f2aa34,peopleapp_opinion_20260706_30052543355_500007582333,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_5595f2aa34,peopleapp_opinion_20260707_30052575331_500007585264,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_564db4b81b,people_daily_20260511_30156014,people_daily_newspaper,延伸母题,0.39,主题关键词相符：军国主义、国际论坛,0,2026-08-18T16:47:31
peopleapp_hotspot_564db4b81b,people_daily_20260814_30174894,people_daily_newspaper,延伸母题,0.53,主题关键词相符：军国主义、历史正义,0,2026-08-18T16:47:31
peopleapp_hotspot_564db4b81b,peopleapp_opinion_20260625_30052482637_500007563563,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_564db4b81b,peopleapp_opinion_20260626_30052495771_500007567214,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_564db4b81b,peopleapp_opinion_20260627_30052501162_500007567550,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_564db4b81b,peopleapp_opinion_20260629_30052516515_500007571710,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_564db4b81b,peopleapp_opinion_20260723_30052733366_500007612486,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_564db4b81b,peopleapp_opinion_20260813_30052918284_500007648364,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_5b43a3a1d8,people_daily_20260625_30164765,people_daily_newspaper,延伸母题,0.98,主题关键词相符：粮食丰收、粮食安全、今日谈、铆足干劲,0,2026-08-18T16:47:31
peopleapp_hotspot_5b43a3a1d8,people_daily_20260626_30165066,people_daily_newspaper,延伸母题,0.52,主题关键词相符：粮食丰收、力争全年粮食丰收、力争全年粮食,0,2026-08-18T16:47:31
peopleapp_hotspot_5b43a3a1d8,people_daily_20260626_30165152,people_daily_newspaper,延伸母题,0.98,主题关键词相符：现代化大产业、代化、如何把农业建成现、代化大产业,0,2026-08-18T16:47:31
peopleapp_hotspot_5b43a3a1d8,people_daily_20260707_30167247,people_daily_newspaper,规范表达,0.98,主题关键词相符：现代化大产业、农业现代化、代化、代化大产业,0,2026-08-18T16:47:31
peopleapp_hotspot_5b43a3a1d8,people_daily_20260710_30167911,people_daily_newspaper,规范表达,0.53,主题关键词相符：粮食安全、代化、重中之重,0,2026-08-18T16:47:31
peopleapp_hotspot_5b43a3a1d8,peopleapp_opinion_20260624_30052480551_500007563379,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_5b43a3a1d8,peopleapp_opinion_20260625_30052482635_500007563559,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_5b43a3a1d8,peopleapp_opinion_20260626_30052492328_500007565679,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_60c7e9d3bd,people_daily_20251207_30118918,people_daily_newspaper,延伸母题,0.37,主题关键词相符：银发群体,0,2026-08-18T16:47:31
peopleapp_hotspot_60c7e9d3bd,people_daily_20251210_30119488,people_daily_newspaper,规范表达,0.44,主题关键词相符：银发力量、老年教育,0,2026-08-18T16:47:31
peopleapp_hotspot_60c7e9d3bd,people_daily_20260806_30173380,people_daily_newspaper,延伸母题,0.46,主题关键词相符：公共交通更适老,0,2026-08-18T16:47:31
peopleapp_hotspot_60c7e9d3bd,peopleapp_opinion_20260626_30052498158_500007567219,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_60c7e9d3bd,peopleapp_opinion_20260628_30052509563_500007569452,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_60c7e9d3bd,peopleapp_opinion_20260629_30052514006_500007570472,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_60c7e9d3bd,peopleapp_opinion_20260630_30052523393_500007572163,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_60c7e9d3bd,peopleapp_opinion_20260705_30052570100_500007581239,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_60c7e9d3bd,peopleapp_opinion_20260707_30052586764_500007584231,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_60c7e9d3bd,peopleapp_opinion_20260707_30052588720_500007584891,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_6c61f4349b,peopleapp_opinion_20260624_30052474186_500007561911,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_6c61f4349b,peopleapp_opinion_20260624_30052478141_500007563151,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_7be3e5d51a,people_daily_20260626_30165127,people_daily_newspaper,规范表达,0.93,主题关键词相符：研学、谨防研学被流量带、偏方向,0,2026-08-18T16:47:31
peopleapp_hotspot_7be3e5d51a,peopleapp_opinion_20260626_30052455974_500007567359,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_7be3e5d51a,peopleapp_opinion_20260626_30052492278_500007565996,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_7be3e5d51a,peopleapp_opinion_20260713_30052644722_500007595506,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_7be3e5d51a,peopleapp_opinion_20260715_30052665327_500007599284,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_7be3e5d51a,peopleapp_opinion_20260727_30052773347_500007620062,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_7be3e5d51a,peopleapp_opinion_20260801_30052819600_500007629632,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_7be3e5d51a,peopleapp_opinion_20260810_30052894333_500007644175,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_7be3e5d51a,peopleapp_opinion_20260811_30052905474_500007646242,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_88a3545dca,people_daily_20260705_30166684,people_daily_newspaper,延伸母题,0.47,主题关键词相符：文化遗产,0,2026-08-18T16:47:31
peopleapp_hotspot_88a3545dca,people_daily_20260723_30170534,people_daily_newspaper,延伸母题,0.47,主题关键词相符：文化遗产,0,2026-08-18T16:47:31
peopleapp_hotspot_88a3545dca,people_daily_20260723_30170549,people_daily_newspaper,延伸母题,0.47,主题关键词相符：文化遗产,0,2026-08-18T16:47:31
peopleapp_hotspot_88a3545dca,people_daily_20260727_30171111,people_daily_newspaper,治理案例,0.47,主题关键词相符：文化遗产,0,2026-08-18T16:47:31
peopleapp_hotspot_88a3545dca,people_daily_20260727_30171118,people_daily_newspaper,规范表达,0.49,主题关键词相符：文化遗产,0,2026-08-18T16:47:31
peopleapp_hotspot_88a3545dca,peopleapp_opinion_20260708_30052600020_500007587012,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_88a3545dca,peopleapp_opinion_20260710_30052615886_500007589686,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_88a3545dca,peopleapp_opinion_20260710_30052622589_500007590808,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_88a3545dca,peopleapp_opinion_20260712_30052637538_500007593455,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_88a3545dca,peopleapp_opinion_20260713_30052647143_500007595728,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_970a3f3ffc,people_daily_20260708_30167419,people_daily_newspaper,延伸母题,0.92,主题关键词相符：防汛、抢险救援、今日谈、全力以赴,0,2026-08-18T16:47:31
peopleapp_hotspot_970a3f3ffc,people_daily_20260709_30167650,people_daily_newspaper,规范表达,0.87,主题关键词相符：防汛、防灾救灾、人民时评、扎实做好防灾救灾,0,2026-08-18T16:47:31
peopleapp_hotspot_970a3f3ffc,people_daily_20260711_30168077,people_daily_newspaper,延伸母题,0.74,主题关键词相符：今日谈,0,2026-08-18T16:47:31
peopleapp_hotspot_970a3f3ffc,people_daily_20260712_30168138,people_daily_newspaper,延伸母题,0.78,主题关键词相符：防汛、今日谈,0,2026-08-18T16:47:31
peopleapp_hotspot_970a3f3ffc,people_daily_20260713_30168297,people_daily_newspaper,延伸母题,0.81,主题关键词相符：防汛、今日谈、底线思维、防灾救灾,0,2026-08-18T16:47:31
peopleapp_hotspot_970a3f3ffc,peopleapp_opinion_20260707_30052591399_500007585392,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_970a3f3ffc,peopleapp_opinion_20260708_30052593770_500007585668,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_970a3f3ffc,peopleapp_opinion_20260708_30052599883_500007586994,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_970a3f3ffc,peopleapp_opinion_20260709_30052604002_500007587785,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_970a3f3ffc,peopleapp_opinion_20260709_30052611281_500007589277,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_970a3f3ffc,peopleapp_opinion_20260710_30052608859_500007590704,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_970a3f3ffc,peopleapp_opinion_20260710_30052616651_500007589786,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_970a3f3ffc,peopleapp_opinion_20260711_30052625348_500007591147,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_970a3f3ffc,peopleapp_opinion_20260711_30052625755_500007591128,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
peopleapp_hotspot_970a3f3ffc,peopleapp_opinion_20260712_30052632437_500007592550,peopleapp_opinion,媒体观点,1.0,来自人工复核后的APP评论热点归并,1,2026-08-18T16:47:31
